animeid,title,genres
2652,Doraemon: The Day When I Was Born,"Kids, Fantasy, Comedy, Sci-Fi, Shounen"
2653,Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy, Kids, Shounen"
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure, Fantasy, Kids, Shounen"
2655,Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure, Comedy, Fantasy, Kids, Shounen"
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi"
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen"
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen"
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy
2660,Doraemon: Nobita&#039;s the Night Before a Wedding,Fantasy
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure, Comedy"
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen"
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Kids, Fantasy, Mecha, Shounen"
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen"
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Kids, Shounen, Space"
2669,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Space"
2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen"
2671,Doraemon Movie 03: Nobita no Daimakyou,Adventure
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure, Comedy, Fantasy"
2674,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
2675,Doraemon Movie 17: Nobita to Ginga Express,Fantasy
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen"
2677,Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure, Fantasy, Kids, Shounen"
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,"Comedy, Sci-Fi"
2680,One Piece: Straw Hat Theater,"Adventure, Fantasy, Shounen"
2682,Aoki Densetsu Shoot! (Movie),"Action, Sports, Shounen"
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"Action, Mystery, Horror, Drama, Martial Arts, Fantasy, School"
2684,Buzzer Beater 2nd Season,"Action, Sci-Fi, Sports, Shounen"
2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Romance, Fantasy, Shounen"
2686,Tetsujin 28-gou,"Adventure, Mecha, Sci-Fi, Shounen"
2687,Gokuu no Daibouken,"Comedy, Fantasy"
2688,Akai Koudan Zillion,"Action, Military, Sci-Fi, Adventure"
2689,Akai Koudan Zillion: Utahime Yakyoku,"Sci-Fi, Adventure"
2690,Urban Square: Kouhaku no Tsuigeki,"Action, Mystery, Seinen"
2691,Gensei Shugoshin P-hyoro Ikka,"Adventure, Fantasy"
2692,CB Chara Go Nagai World,"Action, Parody, Comedy"
2693,Detatoko Princess,"Comedy, Fantasy"
2694,Hidamari no Ki,"Drama, Historical"
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,"Action, Sci-Fi, Adventure, Space, Mecha"
2696,Crusher Joe OVA,"Action, Sci-Fi, Adventure"
2697,Hi-Speed Jecy,"Action, Sci-Fi"
2698,Sanctuary,"Action, Police, Thriller, Drama, Seinen"
2699,Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi"
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action, Comedy, Sci-Fi"
2701,Susie-chan to Marvy,"Comedy, Kids"
2702,Bakukyuu Renpatsu!! Super B-Daman,"Game, Adventure, Kids"
2703,Chousoku Spinner,"Sports, Shounen"
2704,Kaiketsu Jouki Tanteidan,"Action, Mecha, Mystery, Police"
2705,Bakusou Kyoudai Let&#039;s & Go,"Adventure, Cars, Sports, Shounen"
2706,Bakusou Kyoudai Let&#039;s & Go WGP,"Cars, Sports, Shounen"
2707,Majime ni Fumajime Kaiketsu Zorori,"Adventure, Kids"
2708,Wankorobee,"Comedy, Fantasy, Kids"
2709,Bakusou Kyoudai Let&#039;s & Go MAX,"Cars, Shounen, Sports"
2710,Nintama Rantarou Movie,"Comedy, Shounen"
2712,Shiratori Reiko de Gozaimasu!,"Comedy, Romance"
2713,Rockman.EXE Beast+,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen"
2714,Sotsugyou: Graduation,"Drama, School"
2715,Totsuzen! Neko no Kuni Banipal Witt,Adventure
2716,Urayasu Tekkin Kazoku,"Comedy, Shounen"
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Space, Drama, Sci-Fi"
2718,Umi no Triton,"Adventure, Fantasy, Shounen"
2719,MapleStory,"Action, Kids, Fantasy, Comedy, Romance"
2722,Crusher Joe,"Action, Sci-Fi, Adventure, Space"
2723,D4 Princess,"Action, Sci-Fi, Comedy, Magic, Mecha"
2724,Daicon Opening Animations,"Action, Sci-Fi, Adventure, Music, Mecha"
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space"
2726,Sukeban Deka,"Action, Police, Drama, School, Shoujo"
2727,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo"
2728,TWO-MIX: White Reflection,Music
2729,X²: Double X,"Music, Drama, Shoujo"
2730,1+2=Paradise,"Comedy, Ecchi, Harem, Romance, Seinen"
2731,Shishunki Bishoujo Gattai Robo Z-Mind,"Action, Parody, Mecha"
2732,Baby Baachan,"Comedy, Drama"
2733,MiniPato,Parody
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,"Action, Mecha"
2735,Mugen Senki Portriss,"Action, Mecha, Sci-Fi, Shounen"
2736,Mojakou,"Comedy, Fantasy, Sci-Fi"
2737,Kouryuu no Mimi: Mina no Shou,"Action, Super Power, Drama"
2738,Kasumin 3rd Season,"Kids, Fantasy"
2739,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy, Super Power"
2740,Monkey Turn,"Action, Sports, Drama, Shounen"
2741,Monkey Turn V,"Action, Sports, Drama, Shounen"
2742,Omoikkiri Kagaku Adventure Sou Nanda!,"Comedy, Kids, Sci-Fi"
2743,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,"Parody, Comedy"
2744,Potemayo,"Comedy, School, Seinen"
2745,Jigoku Sensei Nube OVA,"Action, Supernatural, Comedy, School, Demons, Horror, Shounen"
2746,Vexille: 2077 Nihon Sakoku,"Action, Military, Sci-Fi"
2747,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
2748,Dash! Kappei,"Comedy, Sports, Ecchi, Shounen"
2749,Heisei Inu Monogatari Bow,"Adventure, Comedy"
2750,Heisei Inu Monogatari Bow Movie,"Adventure, Comedy"
2751,Miyori no Mori,"Slice of Life, Fantasy, Drama"
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"Action, Comedy, Sports"
2753,Ushiro no Shoumen Daare,"Historical, Drama"
2754,Cleopatra D.C.,"Action, Adventure, Sci-Fi"
2756,Cheonnyeon-yeowoo Yeowoobi,"Sci-Fi, Drama, Fantasy"
2757,Juuni Senshi Bakuretsu Eto Ranger,"Action, Fantasy, Comedy"
2758,Shippuu! Iron Leaguer,"Sci-Fi, Sports, Mecha, Shounen"
2759,Evangelion: 1.0 You Are (Not) Alone,"Action, Sci-Fi, Mecha"
2760,Densetsu Kyojin Ideon: Sesshoku-hen,"Sci-Fi, Space, Drama, Mecha"
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space"
2762,Igano Kabamaru,"Action, Adventure, Comedy, Romance, School, Shounen"
2765,Momotarou: Umi no Shinpei,"Action, Military"
2766,Super Doll Licca-chan,"Adventure, Magic, Comedy"
2767,Taneyamagahara no Yoru,"Fantasy, Kids, Psychological, Slice of Life"
2768,CLAMP in Wonderland 2,"Action, Fantasy, Magic, Comedy, Romance, Music, Drama"
2769,Galactic Patrol Lensman,"Action, Adventure, Sci-Fi"
2770,SF Shinseiki Lensman,"Action, Sci-Fi, Adventure, Space"
2771,Chou Kuse ni Narisou,"Slice of Life, Comedy, Romance, School, Shoujo"
2772,Juushin Enbu: Hero Tales,"Action, Fantasy, Shounen"
2775,Genocyber,"Action, Sci-Fi, Horror, Psychological, Mecha"
2776,Generation of Chaos,"Action, Adventure, Demons, Fantasy, Magic"
2777,Generation of Chaos Next: Chikai no Pendant,"Action, Military, Adventure, Romance, Fantasy"
2778,Generation of Chaos III: Toki no Fuuin,"Action, Adventure, Fantasy, Magic"
2779,Sotsugyou M: Ore-tachi no Carnival,"Drama, School"
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,"Action, Adventure, Comedy, School, Supernatural"
2781,Saint Luminous Jogakuin,"Mystery, Psychological, Supernatural"
2782,Fire Emblem,"Action, Adventure, Fantasy, Magic, Shounen"
2783,Oyayubi Hime Monogatari,"Adventure, Fantasy, Shoujo"
2784,Gift: Eternal Rainbow Special,"Comedy, Ecchi, Harem, Magic, Romance"
2785,OZ,"Action, Military, Sci-Fi, Drama, Shoujo"
2786,Bakegyamon,"Action, Game, Shounen"
2787,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural"
2789,B-Legend! Battle B-Daman,"Game, Adventure, Kids, Fantasy"
2790,Oira Sukeban,"Comedy, Ecchi, School"
2791,Makasete Iruka!,"Action, Comedy, School"
2792,Panzer Dragoon,"Adventure, Fantasy"
2793,Hi no Tori 2772: Ai no CosmoZone,"Sci-Fi, Adventure, Space, Drama, Romance, Fantasy"
2795,Dragonaut: The Resonance,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi"
2796,Afro-Ken,"Comedy, Kids"
2797,Koukou Tekken-den Tough,"Action, Martial Arts, Shounen"
2799,Hello! Sandybell,"Adventure, Romance, Shoujo"
2800,Candy Candy,"Slice of Life, Drama, Shoujo"
2801,Candy Candy: Haru no Yobigoe,"Slice of Life, Drama, Shoujo"
2802,Candy Candy: Candy no Natsu Yasumi,"Slice of Life, Drama, Shoujo"
2803,Densetsu no Yuusha Da Garn,"Mecha, Sci-Fi, Shounen"
2804,Hana no Mahoutsukai Mary Bell,"Adventure, Magic, Fantasy, Shoujo"
2805,Onegai! Samia Don,"Kids, Slice of Life, Fantasy, Magic, Comedy"
2806,Yadamon,"Adventure, Comedy, Fantasy"
2808,Irregular Hunter X: The Day of Sigma,"Action, Sci-Fi, Mecha, Shounen"
2809,Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids"
2810,Anime Himitsu no Hanazono,"Kids, Historical, Drama, Shoujo"
2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi"
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,"Adventure, Fantasy, Comedy, Drama, Kids"
2814,Dondon Domeru to Ron,"Comedy, Kids"
2815,Geragera Boes Monogatari,"Comedy, Kids"
2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen"
2817,Cinderella Monogatari,"Kids, Adventure, Fantasy, Romance"
2818,Madou King Granzort,"Action, Sci-Fi, Comedy, Magic, Fantasy, Mecha, Shounen"
2819,Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen"
2820,Time Travel Tondekeman!,"Action, Kids, Adventure, Comedy"
2822,Bamboo Bears,Comedy
2823,Barbapapa,"Fantasy, Comedy"
2824,Barbapapa Sekai wo Mawaru,"Adventure, Comedy"
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance"
2826,Oz no Mahoutsukai (1986),"Adventure, Kids, Fantasy"
2827,Calimero,Comedy
2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life"
2829,Ie Naki Ko Remy,"Adventure, Slice of Life, Historical, Drama"
2830,Chibikko Remi to Meiken Kapi,"Slice of Life, Adventure, Drama"
2831,Ie Naki Ko (Movie),"Slice of Life, Adventure, Drama"
2832,Ani*Kuri15,"Slice of Life, Adventure, Fantasy, Magic, Game, Martial Arts, Comedy, Mecha, Super Power, Supernatural, School, Drama, Sci-Fi"
2833,Gulliver no Uchuu Ryokou,"Adventure, Sci-Fi"
2834,Miracle☆Girls,"Drama, Magic, Shoujo"
2835,Patalliro!,"Adventure, Comedy, Romance, Shoujo, Shounen Ai"
2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids"
2837,Ariel Deluxe,"Action, Comedy, Mecha, Sci-Fi"
2839,Ariel Visual,"Action, Comedy, Mecha, Sci-Fi"
2840,Youkoso Lodoss-tou e!,"Comedy, Parody"
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,"Adventure, Fantasy"
2847,Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
2848,Kappa no Coo to Natsuyasumi,"Adventure, Shounen"
2851,Ninkuu (Movie),"Action, Adventure, Comedy, Historical, Martial Arts, Shounen"
2876,Hoshi no Orpheus,"Fantasy, Kids"
2881,Chinmoku no Kantai,"Action, Military, Drama, Seinen"
2882,Anime Oyako Gekijou,"Kids, Adventure, Fantasy, Historical, Sci-Fi"
2884,Aachi wa Ssipak,"Action, Comedy"
2885,Ganbare Goemon,"Comedy, Shounen"
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action, Adventure, Supernatural, Shounen"
2890,Gake no Ue no Ponyo,"Adventure, Fantasy"
2891,Iblard Jikan,Fantasy
2892,Hakushon Daimaou,"Comedy, Fantasy"
2895,Kujiratori,Adventure
2897,Nandarou,Comedy
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Mystery
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery, Police"
2903,Sakigake!! Otokojuku,"Action, Comedy, Martial Arts, School, Shounen"
2904,Code Geass: Hangyaku no Lelouch R2,"Action, Military, Sci-Fi, Super Power, Drama, Mecha"
2905,Ikkitousen: Dragon Destiny Specials,"Super Power, Ecchi, Martial Arts, School"
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,"Action, Sci-Fi, Space, Mecha"
2907,Cyborg Kuro-chan,"Comedy, Sci-Fi"
2910,Koi Koi 7 Specials,"Comedy, Ecchi"
2911,Kyoushirou to Towa no Sora Specials,"Drama, Magic, Romance, Shounen"
2912,Ohayo! Spank,"Comedy, Slice of Life"
2913,Daisougen no Chiisana Tenshi: Bush Baby,"Adventure, Drama"
2915,Chikyuu ga Ugoita Hi,Drama
2916,Genki Bakuhatsu Ganbaruger,"Mecha, Shounen"
2920,Ashita no Joe (Movie),"Action, Drama, Shounen, Sports"
2921,Ashita no Joe 2,"Action, Drama, Shounen, Slice of Life, Sports"
2922,Ashita no Joe 2 (Movie),"Drama, Sports"
2923,Shugo Chara!,"Comedy, Magic, School, Shoujo"
2924,ef: A Tale of Memories.,"Mystery, Drama, Romance"
2926,Myself; Yourself,"Drama, Romance, School"
2927,Kimikiss Pure Rouge,"Drama, Romance, School"
2928,.hack//G.U. Returner,"Magic, Adventure, Fantasy, Game, Sci-Fi, Drama"
2929,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space"
2930,Tensai? Dr. Hamax,Comedy
2931,Mokke,"Slice of Life, Supernatural, Mystery"
2933,Mirai Keisatsu Urashiman,"Action, Sci-Fi, Comedy, Police"
2934,Shiawase Sou no Okojo-san,Comedy
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Shoujo
2938,Idol Densetsu Eriko,Music
2941,Elysium,"Action, Mecha, Sci-Fi"
2942,Sketchbook: Full Color&#039;s,"Slice of Life, Comedy"
2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo"
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Kids, Magic, Shoujo"
2950,Doubutsu no Mori,"Kids, Slice of Life"
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen"
2952,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power"
2953,Egao,"Music, Slice of Life, Kids"
2954,Maria-sama ga Miteru 3rd Specials,Comedy
2961,Digimon Adventure Movie,"Action, Fantasy, Kids, Sci-Fi"
2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi"
2963,Minami-ke,"Slice of Life, Comedy, School"
2964,Blue Drop: Tenshi-tachi no Gikyoku,"Sci-Fi, Drama, Shoujo Ai"
2965,Suteki Tantei Labyrinth,"Mystery, Sci-Fi"
2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance"
2967,Saishuu Shiken Kujira,"Comedy, Ecchi, Mystery, School, Supernatural"
2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi"
2970,Night Wizard,"Adventure, Fantasy, Magic, Shounen"
2971,Kyou kara Maou! R,"Adventure, Comedy, Demons, Fantasy, Shoujo"
2972,Kindan no Mokushiroku: Crystal Triangle,"Adventure, Military, Demons, Mystery"
2973,Fire Tripper,"Fantasy, Sci-Fi"
2974,The Humanoid: Ai no Wakusei Lezeria,"Space, Mecha, Drama, Sci-Fi"
2978,Shin Getter Robo,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen"
2980,Kuusou Kagaku Sekai Gulliver Boy,"Action, Adventure, Fantasy, Magic, Mecha"
2981,Chika Gentou Gekiga: Shoujo Tsubaki,"Drama, Historical, Horror"
2983,Digital Devil Story: Megami Tensei,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School"
2985,Majin Tantei Nougami Neuro,"Mystery, Comedy, Demons, Supernatural, Shounen"
2986,Bamboo Blade,"Comedy, School, Seinen, Sports"
2987,Ginga Hyouryuu Vifam,"Action, Sci-Fi, Adventure, Space, Mecha"
2993,Rosario to Vampire,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen"
2994,Death Note: Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller"
2997,Hi no Tori: Houou-hen,"Drama, Fantasy, Historical"
2998,Hi no Tori: Uchuu-hen,"Sci-Fi, Space, Drama, Fantasy"
2999,Hi no Tori: Yamato-hen,"Drama, Historical"
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy, Police, Shounen"
3001,Moyashimon,"Comedy, School, Supernatural"
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Seinen, Thriller"
3003,Yumedamaya Kidan,"Drama, Fantasy"
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,"Magic, Fantasy"
3005,Shadow Skill,"Adventure, Drama, Fantasy, Shounen"
3006,Atashin&#039;chi,"Comedy, Slice of Life"
3007,Bronze: Kouji Nanjo Cathexis,"Music, Shounen Ai"
3008,Time Bokan Series: Yatterman,"Adventure, Comedy, Mecha"
3009,Tiger Mask,"Action, Drama, Shounen, Sports"
3010,Kaiketsu Zorro,"Adventure, Historical, Shounen"
3011,Yotsunoha,"Romance, School"
3012,Gekitou! Crush Gear Turbo,"Sports, Shounen"
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Military, Sci-Fi, Space"
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,"Action, Drama, Military, Sci-Fi, Shounen, Space"
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Space, Military, Drama, Sci-Fi"
3019,Lupin III: Kiri no Elusive,"Action, Adventure, Mystery, Comedy, Seinen"
3020,Gu-Gu Ganmo,"Comedy, School, Shounen, Slice of Life"
3021,Yume Senshi Wingman,"Action, Comedy, Super Power, Romance, School"
3022,Haai Step Jun,"Action, Romance, School, Sci-Fi"
3023,Esper Mami,"Comedy, Ecchi, Magic, School, Super Power, Supernatural"
3024,Ribbon no Kishi,"Action, Mystery, Romance, Fantasy, Shoujo"
3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,"Action, Fantasy, Magic"
3026,Compiler,"Romance, Comedy, Sci-Fi, Drama"
3027,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama, Martial Arts"
3028,Cluster Edge Specials,"Action, Fantasy, Military, Sci-Fi"
3031,Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy, Shounen"
3032,Digimon Tamers: Boukensha-tachi no Tatakai,"Adventure, Drama, Sci-Fi, Shounen"
3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen"
3035,Chouon Senshi Borgman,"Action, Sci-Fi, Demons"
3036,Tobe! Isami,"Action, Adventure, Comedy, Romance, Shounen"
3037,GS Mikami: Gokuraku Daisakusen!!,"Comedy, Fantasy"
3043,Andersen Douwa: Ningyohime,"Fantasy, Romance, Shoujo"
3044,Tetsuwan Atom (1980),"Action, Sci-Fi, Adventure, Mecha, Shounen"
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,"Fantasy, Music, Romance, Shoujo"
3053,Ganbare! Kickers,"Comedy, Sports, Drama, Shounen"
3054,La Seine no Hoshi,"Adventure, Historical, Drama, Shoujo"
3057,Loveless Specials,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai"
3059,Ninja Senshi Tobikage,"Adventure, Mecha, Sci-Fi, Shounen, Space"
3060,Dallos,"Action, Mecha, Sci-Fi"
3061,Kishin Heidan,"Adventure, Mecha, Historical, Sci-Fi"
3064,Kizuoibito,"Action, Adventure, Seinen, Thriller"
3065,Ozanari Dungeon: Kaze no Tou,"Action, Adventure, Fantasy, Comedy"
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"Action, Military, Sci-Fi, Space, Drama"
3069,Yamato yo Towa ni,"Action, Military, Sci-Fi, Adventure, Space, Drama"
3070,Wakusei Daikaiju Negadon,"Action, Fantasy, Mecha, Military, Sci-Fi, Space"
3071,Uchuu Senkan Yamato: Aratanaru Tabidachi,"Military, Sci-Fi, Drama"
3072,Uchuu Senkan Yamato: Kanketsu-hen,"Action, Military, Sci-Fi, Adventure, Space, Drama"
3073,Robby to Kerobby,"Kids, Comedy"
3075,Tondera House no Daibouken,"Adventure, Historical, Sci-Fi"
3076,Bishoujo Senshi Sailor Moon SuperS Special,"Magic, Romance, Shoujo"
3077,Warau Salesman,"Psychological, Supernatural, Drama, Seinen"
3079,Aoki Ryuusei SPT Layzner,"Space, Mecha, Military, Sci-Fi"
3080,Anime Tenchou,"Action, Parody"
3081,Attacker You!,"Action, Romance, Shoujo, Sports"
3085,Koharu Biyori,"Ecchi, Comedy, Sci-Fi"
3086,Strait Jacket,"Action, Fantasy, Sci-Fi"
3087,Cencoroll,"Action, Sci-Fi"
3088,Tokyo Marble Chocolate,"Slice of Life, Romance"
3089,The Sky Crawlers,"Drama, Military"
3090,Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural"
3091,xxxHOLiC Kei,"Mystery, Comedy, Psychological, Supernatural, Drama"
3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai"
3095,Sono Kinisasete yo: My My Mai,"Ecchi, Comedy, Supernatural"
3098,Shutsugeki! Machine Robo Rescue,"Action, Mecha, Sci-Fi"
3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power"
3100,Kamen Rider SD Kaiki?! Kumo Otoko,"Action, Parody"
3101,F-Zero: Falcon Densetsu,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen"
3104,Geisters: Fractions of the Earth,"Action, Military, Sci-Fi"
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical"
3111,Nasu: Suitcase no Wataridori,"Drama, Seinen, Sports"
3112,Papillon Rose,"Ecchi, Magic, Comedy, Parody"
3113,Pinky Street,"Comedy, Slice of Life"
3114,Chiisana Kyojin Microman,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power"
3115,Toki no Tabibito: Time Stranger,"Action, Adventure, Romance, Sci-Fi"
3116,Dash! Yonkurou,"Action, Cars, Sports, Kids, Shounen"
3120,Bobby ni Kubittake,"Drama, Romance, Slice of Life"
3121,Kodomo no Jikan OVA,"Comedy, Ecchi, School"
3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire"
3127,California Crisis: Tsuigeki no Juuka,"Action, Adventure, Comedy"
3129,Kaibutsu-kun,"Comedy, Horror"
3130,Kaibutsu-kun (1980),"Comedy, Horror, Kids"
3131,Ashita Tenki ni Naare,"Sports, Shounen"
3132,Boukensha: The Man Was from Spain,"Adventure, Historical"
3135,Dragon&#039;s Heaven,"Action, Adventure, Fantasy, Mecha, Sci-Fi"
3136,Ochamegami Monogatari: Korokoro Pollon,"Parody, Magic, Comedy"
3137,Tsurikichi Sanpei,"Adventure, Sports"
3138,Solty Rei Special,"Comedy, Drama"
3146,GR: Giant Robo,"Adventure, Mecha, Military, Sci-Fi, Shounen"
3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama
3151,Genei Toushi Bastof Lemon,"Adventure, Mecha, Sci-Fi"
3152,Down Load: Namu Amida Butsu wa Ai no Uta,"Action, Adventure, Psychological, Sci-Fi"
3153,Kagaku Ninja-tai Gatchaman (Movie),"Action, Adventure, Sci-Fi, Shounen"
3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power"
3155,Kingyo Chuuihou! (Movie),"Action, Comedy, Kids, Shoujo"
