id,anime_id,title,type,producer,studio,genre,images
4610,30458,"Tokyo Ghoul: ""Jack""",OVA,,Studio Pierrot,"Action, Drama, Horror, School, Seinen, Supernatural","{'https://cdn.myanimelist.net/images/anime/13/76048l.jpg', 'https://cdn.myanimelist.net/images/anime/10/75823l.jpg'}"
4611,18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,OVA,,Silver Link.,"Comedy, Magic, Fantasy","{'https://cdn.myanimelist.net/images/anime/11/50279l.jpg', 'https://cdn.myanimelist.net/images/anime/7/60279l.jpg', 'https://cdn.myanimelist.net/images/anime/11/50659l.jpg'}"
4612,33219,Kagerou Daze: In a Day&#039;s,Movie,Aniplex,,"Sci-Fi, Slice of Life, Comedy, Supernatural, Magic, Romance","{'https://cdn.myanimelist.net/images/anime/5/79821l.jpg', 'https://cdn.myanimelist.net/images/anime/8/82012l.jpg', 'https://cdn.myanimelist.net/images/anime/7/82013l.jpg'}"
4613,33245,Ame-iro Cocoa in Hawaii,TV,DAX Production,EMT²,"Slice of Life, Comedy","{'https://cdn.myanimelist.net/images/anime/1727/111715l.jpg', 'https://cdn.myanimelist.net/images/anime/3/82186l.jpg'}"
4614,1347,Bubblegum Crisis,OVA,Youmex,"AIC, Artmic, Darts","Sci-Fi, Adventure, Mecha, Shounen","{'https://cdn.myanimelist.net/images/anime/11/64709l.jpg', 'https://cdn.myanimelist.net/images/anime/13/20533l.jpg', 'https://cdn.myanimelist.net/images/anime/4/27320l.jpg', 'https://cdn.myanimelist.net/images/anime/5/27361l.jpg', 'https://cdn.myanimelist.net/images/anime/5/55715l.jpg', 'https://cdn.myanimelist.net/images/anime/9/21573l.jpg', 'https://cdn.myanimelist.net/images/anime/1042/92234l.jpg', 'https://cdn.myanimelist.net/images/anime/5/27319l.jpg', 'https://cdn.myanimelist.net/images/anime/4/21574l.jpg', 'https://cdn.myanimelist.net/images/anime/1775/109814l.jpg'}"
4615,37828,Bokura no Nanokakan Sensou,Unknown,,,"Action, Comedy, Drama, Thriller","{'https://cdn.myanimelist.net/images/anime/1887/103944l.jpg', 'https://cdn.myanimelist.net/images/anime/1063/100168l.jpg', 'https://cdn.myanimelist.net/images/anime/1665/101376l.jpg'}"
4616,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,Toho,Studio Pierrot,"Action, Comedy, Martial Arts, Shounen, Super Power","{'https://cdn.myanimelist.net/images/anime/7/17514l.jpg', 'https://cdn.myanimelist.net/images/anime/5/17500l.jpg', 'https://cdn.myanimelist.net/images/anime/12/17498l.jpg', 'https://cdn.myanimelist.net/images/anime/13/17524l.jpg', 'https://cdn.myanimelist.net/images/anime/10/17585l.jpg', 'https://cdn.myanimelist.net/images/anime/2/17502l.jpg', 'https://cdn.myanimelist.net/images/anime/7/14686l.jpg', 'https://cdn.myanimelist.net/images/anime/1134/94335l.jpg', 'https://cdn.myanimelist.net/images/anime/12/17504l.jpg'}"
4617,18759,Captain the Movie,Movie,Nippon Television Network,Eiken,"Sports, Shounen",{'https://cdn.myanimelist.net/images/anime/6/72861l.jpg'}
4618,555,Koutetsu Tenshi Kurumi 2,TV,"m.o.e., Pony Canyon",OLM,"Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen","{'https://cdn.myanimelist.net/images/anime/5/17867l.jpg', 'https://cdn.myanimelist.net/images/anime/3/17865l.jpg', 'https://cdn.myanimelist.net/images/anime/7/17866l.jpg', 'https://cdn.myanimelist.net/images/anime/12/4108l.jpg', 'https://cdn.myanimelist.net/images/anime/5/17869l.jpg', 'https://cdn.myanimelist.net/images/anime/10/17868l.jpg', 'https://cdn.myanimelist.net/images/anime/6/15907l.jpg'}"
4619,9858,Bakusou Kyoudai Let&#039;s & Go!! WGP Bousou Mini Yonku Daitsuiseki,Movie,,,"Adventure, Cars, Shounen, Sports",{'https://cdn.myanimelist.net/images/anime/3/27273l.jpg'}
4620,10306,Umi Monogatari: Kanon to Iku Amamikoshima,Special,,Zexcs,Comedy,{'https://cdn.myanimelist.net/images/anime/9/28351l.jpg'}
4621,15139,Tsuki no Miya no Oujo-sama,Movie,,,Kids,{'https://cdn.myanimelist.net/images/anime/12/69033l.jpg'}
4622,21019,Nunbori,TV,,Daewon Media,"Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/12/55481l.jpg'}
4623,18397,Shingeki no Kyojin OVA,OVA,Production I.G,Wit Studio,"Action, Super Power, Drama, Fantasy, Shounen","{'https://cdn.myanimelist.net/images/anime/2/49241l.jpg', 'https://cdn.myanimelist.net/images/anime/2/88038l.jpg', 'https://cdn.myanimelist.net/images/anime/4/56737l.jpg', 'https://cdn.myanimelist.net/images/anime/9/59221l.jpg', 'https://cdn.myanimelist.net/images/anime/9/88039l.jpg'}"
4624,29722,"Eikoku Ikka, Nihon wo Taberu",TV,NHK,Fanworks,"Comedy, Slice of Life","{'https://cdn.myanimelist.net/images/anime/3/80216l.jpg', 'https://cdn.myanimelist.net/images/anime/10/73627l.jpg'}"
4625,15579,Shinkai Densetsu Meremanoid,TV,"TV Asahi, Kitty Films",Triangle Staff,"Adventure, Fantasy","{'https://cdn.myanimelist.net/images/anime/8/69767l.jpg', 'https://cdn.myanimelist.net/images/anime/10/42939l.jpg', 'https://cdn.myanimelist.net/images/anime/1972/94176l.jpg'}"
4626,27373,Sore Ike! Anpanman: Otanjoubi Series,OVA,,TMS Entertainment,"Kids, Fantasy, Comedy",{'https://cdn.myanimelist.net/images/anime/4/66457l.jpg'}
4627,36374,Flamingo Waltz,Music,NHK,,"Music, Kids",{'https://cdn.myanimelist.net/images/anime/10/87798l.jpg'}
4628,33489,Little Witch Academia (TV),TV,"Ultra Super Pictures, TOHO animation, Good Smile Company",Trigger,"Adventure, Comedy, Fantasy, Magic, School","{'https://cdn.myanimelist.net/images/anime/9/86242l.jpg', 'https://cdn.myanimelist.net/images/anime/13/80547l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83935l.jpg', 'https://cdn.myanimelist.net/images/anime/3/82299l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83934l.jpg'}"
4629,30367,Lemon Home Animation Gekijou,ONA,,,Comedy,{'https://cdn.myanimelist.net/images/anime/6/72684l.jpg'}
4630,13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,OVA,TV Asahi,Toei Animation,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo","{'https://cdn.myanimelist.net/images/anime/6/69249l.jpg', 'https://cdn.myanimelist.net/images/anime/10/69251l.jpg', 'https://cdn.myanimelist.net/images/anime/13/38591l.jpg', 'https://cdn.myanimelist.net/images/anime/13/69253l.jpg', 'https://cdn.myanimelist.net/images/anime/10/69247l.jpg'}"
4631,10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,Aniplex,AIC Build,"Slice of Life, Comedy","{'https://cdn.myanimelist.net/images/anime/8/29734l.jpg', 'https://cdn.myanimelist.net/images/anime/3/27770l.jpg', 'https://cdn.myanimelist.net/images/anime/5/29985l.jpg'}"
4632,5150,Hatsukoi Limited.,TV,Shueisha,J.C.Staff,"Comedy, Romance, School, Shounen","{'https://cdn.myanimelist.net/images/anime/12/14137l.jpg', 'https://cdn.myanimelist.net/images/anime/7/14206l.jpg', 'https://cdn.myanimelist.net/images/anime/7/15520l.jpg', 'https://cdn.myanimelist.net/images/anime/12/21857l.jpg'}"
4633,24139,Tokyo Babylon: Vision,Music,Animate Film,Madhouse,"Music, Supernatural",{'https://cdn.myanimelist.net/images/anime/3/62505l.jpg'}
4634,2539,Itazura The Animation,OVA,,Arms,Hentai,"{'https://cdn.myanimelist.net/images/anime/6/60347l.jpg', 'https://cdn.myanimelist.net/images/anime/9/62581l.jpg', 'https://cdn.myanimelist.net/images/anime/6/41477l.jpg', 'https://cdn.myanimelist.net/images/anime/13/60359l.jpg', 'https://cdn.myanimelist.net/images/anime/5/60345l.jpg'}"
4635,19941,Kimu no Juujika,Movie,,,"Drama, Historical",{'https://cdn.myanimelist.net/images/anime/11/53177l.jpg'}
4636,2894,Kinbaku no Yakata: Ryakudatsu,OVA,Digital Works,,Hentai,"{'https://cdn.myanimelist.net/images/anime/9/22137l.jpg', 'https://cdn.myanimelist.net/images/anime/9/22039l.jpg'}"
4637,23201,Sengoku Basara: Judge End,TV,"VAP, Nippon Television Network",Telecom Animation Film,"Action, Super Power, Martial Arts, Samurai, Historical","{'https://cdn.myanimelist.net/images/anime/12/62511l.jpg', 'https://cdn.myanimelist.net/images/anime/11/60029l.jpg'}"
4638,5310,Macross F Movie 1: Itsuwari no Utahime,Movie,,"Satelight, 8bit","Action, Mecha, Military, Music, Romance, Sci-Fi, Space","{'https://cdn.myanimelist.net/images/anime/12/41135l.jpg', 'https://cdn.myanimelist.net/images/anime/2/76397l.jpg', 'https://cdn.myanimelist.net/images/anime/13/29468l.jpg', 'https://cdn.myanimelist.net/images/anime/9/29472l.jpg', 'https://cdn.myanimelist.net/images/anime/10/76396l.jpg'}"
4639,30148,Kamiusagi Rope Specials,Special,,,"Comedy, Slice of Life",{'https://cdn.myanimelist.net/images/anime/13/72179l.jpg'}
4640,100,Shin Shirayuki-hime Densetsu Prétear,TV,"Kadokawa Shoten, Rondo Robe",Hal Film Maker,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power","{'https://cdn.myanimelist.net/images/anime/13/12764l.jpg', 'https://cdn.myanimelist.net/images/anime/1360/94748l.jpg', 'https://cdn.myanimelist.net/images/anime/11/5244l.jpg', 'https://cdn.myanimelist.net/images/anime/10/24920l.jpg', 'https://cdn.myanimelist.net/images/anime/10/20890l.jpg', 'https://cdn.myanimelist.net/images/anime/9/11709l.jpg', 'https://cdn.myanimelist.net/images/anime/3/11708l.jpg', 'https://cdn.myanimelist.net/images/anime/1/100l.jpg', 'https://cdn.myanimelist.net/images/anime/3/12765l.jpg', 'https://cdn.myanimelist.net/images/anime/6/12766l.jpg'}"
4641,35910,McDull: Fan Bao Qibing,Movie,,,"Action, Kids, Sci-Fi",{'https://cdn.myanimelist.net/images/anime/11/86798l.jpg'}
4642,28617,Punch Line,TV,"Aniplex, Dentsu, Fuji TV, MAGES., Kyoraku Industrial Holdings, Kansai Telecasting",MAPPA,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural","{'https://cdn.myanimelist.net/images/anime/4/74641l.jpg', 'https://cdn.myanimelist.net/images/anime/12/73121l.jpg'}"
4643,11897,Nendo no Tatakai,ONA,,,"Comedy, Fantasy",{'https://cdn.myanimelist.net/images/anime/3/33273l.jpg'}
4644,31494,Mini-Chara Macross,Special,,,"Parody, Comedy, Mecha",{'https://cdn.myanimelist.net/images/anime/3/75898l.jpg'}
4645,19137,EDEN,Music,,,Music,{'https://cdn.myanimelist.net/images/anime/5/51349l.jpg'}
4646,8567,Rusuban,Movie,,,"Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/11/23346l.jpg'}
4647,9348,Chibi Maruko-chan: Watashi no Suki na Uta,Movie,Sakura Production,Nippon Animation,"Music, Slice of Life, Drama, Romance, Shoujo","{'https://cdn.myanimelist.net/images/anime/2/25886l.jpg', 'https://cdn.myanimelist.net/images/anime/1300/97263l.jpg'}"
4648,32668,Noblesse: Awakening,ONA,,Production I.G,"Action, School, Supernatural, Vampire",{'https://cdn.myanimelist.net/images/anime/5/78406l.jpg'}
4649,7781,Gothicmade: Hana no Utame,Movie,Kadokawa Shoten,Automatic Flowers Studio,"Mecha, Romance, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/7/18837l.jpg', 'https://cdn.myanimelist.net/images/anime/1953/94253l.jpg', 'https://cdn.myanimelist.net/images/anime/4/33985l.jpg'}"
4650,4650,Seihou Bukyou Outlaw Star Pilot,Special,"Sotsu, Victor Entertainment",Sunrise,"Action, Sci-Fi, Space",{'https://cdn.myanimelist.net/images/anime/5/23684l.jpg'}
4651,12791,Yankee Reppuu-tai,OVA,,Toei Animation,"Adventure, Drama, Shounen","{'https://cdn.myanimelist.net/images/anime/1718/96606l.jpg', 'https://cdn.myanimelist.net/images/anime/6/62421l.jpg', 'https://cdn.myanimelist.net/images/anime/10/35931l.jpg', 'https://cdn.myanimelist.net/images/anime/5/62423l.jpg'}"
4652,12419,Guilty Crown Kiseki: Reassortment,Special,,Production I.G,"Action, Sci-Fi, Super Power",{'https://cdn.myanimelist.net/images/anime/3/34931l.jpg'}
4653,2847,Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,Movie,Studio Jack,OLM,"Action, Adventure, Comedy, Drama, Fantasy, Kids","{'https://cdn.myanimelist.net/images/anime/9/26790l.jpg', 'https://cdn.myanimelist.net/images/anime/4/20407l.jpg', 'https://cdn.myanimelist.net/images/anime/1119/94419l.jpg', 'https://cdn.myanimelist.net/images/anime/12/4000l.jpg'}"
4654,36919,Shuwarin☆Dorimin,Music,,,Music,{'https://cdn.myanimelist.net/images/anime/10/89639l.jpg'}
4655,15051,Love Live! School Idol Project,TV,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad",Sunrise,"Slice of Life, Music, School","{'https://cdn.myanimelist.net/images/anime/1955/94298l.jpg', 'https://cdn.myanimelist.net/images/anime/10/44209l.jpg', 'https://cdn.myanimelist.net/images/anime/9/44340l.jpg', 'https://cdn.myanimelist.net/images/anime/7/46671l.jpg', 'https://cdn.myanimelist.net/images/anime/11/56849l.jpg'}"
4656,6568,Bokura no Saibanin Monogatari,ONA,"Group TAC, Omnibus Japan",,School,{'https://cdn.myanimelist.net/images/anime/2/15003l.jpg'}
4657,10716,Towa no Quon 5: Souzetsu no Raifuku,Movie,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,"Action, Super Power, Supernatural","{'https://cdn.myanimelist.net/images/anime/11/36045l.jpg', 'https://cdn.myanimelist.net/images/anime/13/34345l.jpg', 'https://cdn.myanimelist.net/images/anime/3/34343l.jpg'}"
4658,13863,Arve Rezzle: Kikaijikake no Yousei-tachi,Movie,,Zexcs,"Action, Thriller, Drama, Mystery, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/2/81237l.jpg', 'https://cdn.myanimelist.net/images/anime/4/43343l.jpg', 'https://cdn.myanimelist.net/images/anime/6/42995l.jpg'}"
4659,22381,Nandaka Velonica,TV,NHK,Cyclone Graphics inc,"Comedy, Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/7/60199l.jpg'}
4660,8644,Sylvanian Families,Special,"Shogakukan Productions, Epoch",,"Comedy, Fantasy, Kids","{'https://cdn.myanimelist.net/images/anime/5/61701l.jpg', 'https://cdn.myanimelist.net/images/anime/11/61645l.jpg', 'https://cdn.myanimelist.net/images/anime/3/23818l.jpg', 'https://cdn.myanimelist.net/images/anime/12/61643l.jpg'}"
4661,18325,Dokkaebi Bangmang-I,Movie,,,"Action, Demons, Shounen",{'https://cdn.myanimelist.net/images/anime/2/49093l.jpg'}
4662,9446,Sore Ike! Anpanman: Niji no Pyramid,Movie,,TMS Entertainment,"Comedy, Kids",{'https://cdn.myanimelist.net/images/anime/12/26142l.jpg'}
4663,32637,Usawaltz,ONA,,,"Music, Dementia",{'https://cdn.myanimelist.net/images/anime/8/78346l.jpg'}
4664,2063,Rhea Gall Force,OVA,Movic,"AIC, Artmic, Animate Film","Action, Military, Sci-Fi, Mecha","{'https://cdn.myanimelist.net/images/anime/1783/92425l.jpg', 'https://cdn.myanimelist.net/images/anime/1606/94109l.jpg', 'https://cdn.myanimelist.net/images/anime/7/14955l.jpg', 'https://cdn.myanimelist.net/images/anime/11/53085l.jpg', 'https://cdn.myanimelist.net/images/anime/1361/92426l.jpg'}"
4665,2097,Tokumu Sentai Shinesman,OVA,Animate Film,Production I.G,"Action, Comedy, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/1539/94182l.jpg', 'https://cdn.myanimelist.net/images/anime/13/3952l.jpg'}"
4666,35061,Ohanashi de Te Koi,OVA,,,"Kids, Fantasy",{'https://cdn.myanimelist.net/images/anime/10/84592l.jpg'}
4667,4557,Handle With Care..,OVA,Milky Animation Label,,Hentai,{'https://cdn.myanimelist.net/images/anime/1532/103989l.jpg'}
4668,18151,Saimin Jutsu Zero,OVA,Milky Animation Label,,Hentai,{'https://cdn.myanimelist.net/images/anime/3/49153l.jpg'}
4669,34286,KiyaKiya,Music,,,"Music, Psychological",{'https://cdn.myanimelist.net/images/anime/10/82516l.jpg'}
4670,4010,Arai Men to YuYu The Animation,OVA,Pink Pineapple,T-Rex,"Hentai, Demons, Supernatural, School",{'https://cdn.myanimelist.net/images/anime/1074/103800l.jpg'}
4671,34999,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,Special,,Creators in Pack,"Comedy, Ecchi, Supernatural",{'https://cdn.myanimelist.net/images/anime/8/84505l.jpg'}
4672,7465,Eve no Jikan (Movie),Movie,"Directions, Code",Studio Rikka,"Sci-Fi, Slice of Life","{'https://cdn.myanimelist.net/images/anime/1396/96125l.jpg', 'https://cdn.myanimelist.net/images/anime/9/27711l.jpg', 'https://cdn.myanimelist.net/images/anime/7/37579l.jpg', 'https://cdn.myanimelist.net/images/anime/12/19296l.jpg'}"
4673,34179,Ima no Watashi ni Dekiru Koto...,ONA,,TYO Animations,Sci-Fi,{'https://cdn.myanimelist.net/images/anime/3/82196l.jpg'}
4674,18583,Kangetsu Ittou: Akuryou Kiri,OVA,Magic Bus,,"Action, Martial Arts, Samurai",{'https://cdn.myanimelist.net/images/anime/6/66757l.jpg'}
4675,19073,Hoshigari Hime no Bouken,OVA,Gakken,,"Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/13/51165l.jpg'}
4676,1527,Pokemon: Senritsu no Mirage Pokemon,Special,"Viz Media, Studio Jack",OLM,"Adventure, Comedy, Fantasy, Kids","{'https://cdn.myanimelist.net/images/anime/7/21319l.jpg', 'https://cdn.myanimelist.net/images/anime/1471/108232l.jpg'}"
4677,34642,Shingeki no Bahamut: Genesis - Short Story,ONA,Cygames,MAPPA,"Action, Adventure, Demons, Supernatural, Magic, Fantasy","{'https://cdn.myanimelist.net/images/anime/1581/96672l.jpg', 'https://cdn.myanimelist.net/images/anime/3/83581l.jpg'}"
4678,9785,Detective Conan: Conan vs. Kid - Shark & Jewel,Movie,,,"Adventure, Comedy, Kids, Mystery, Police, Shounen",{'https://cdn.myanimelist.net/images/anime/13/27101l.jpg'}
4679,29759,Korokoro Animal 2,TV,Milky Cartoon,,Kids,{'https://cdn.myanimelist.net/images/anime/6/71529l.jpg'}
4680,3727,Doraemon Movie 01: Nobita no Kyouryuu,Movie,,Shin-Ei Animation,"Adventure, Comedy","{'https://cdn.myanimelist.net/images/anime/4/72405l.jpg', 'https://cdn.myanimelist.net/images/anime/8/49777l.jpg', 'https://cdn.myanimelist.net/images/anime/11/6544l.jpg'}"
4681,24023,Project758,Unknown,,,Drama,{'https://cdn.myanimelist.net/images/anime/7/62283l.jpg'}
4682,941,Renkin San-kyuu Magical? Pokaan,TV,"Genco, Lantis, Media Factory",Remic,"Comedy, Ecchi, Magic, Parody, Vampire","{'https://cdn.myanimelist.net/images/anime/6/75229l.jpg', 'https://cdn.myanimelist.net/images/anime/4/20619l.jpg', 'https://cdn.myanimelist.net/images/anime/6/20618l.jpg'}"
4683,2226,Mori no Tonto-tachi,TV,Fuji TV,"Nippon Animation, Shaft","Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/1/2421l.jpg'}
4684,979,Street Fighter Zero The Animation,Movie,Capcom,Plum,"Action, Drama, Martial Arts, Shounen, Super Power","{'https://cdn.myanimelist.net/images/anime/6/3454l.jpg', 'https://cdn.myanimelist.net/images/anime/1138/107135l.jpg', 'https://cdn.myanimelist.net/images/anime/1285/110242l.jpg'}"
4685,31553,Charlotte: Tsuyoimono-tachi,Special,Aniplex,P.A. Works,"Super Power, Drama, School",{'https://cdn.myanimelist.net/images/anime/1709/98068l.jpg'}
4686,3620,Blue Seed Omake,Special,,Production I.G,"Comedy, Parody",{'https://cdn.myanimelist.net/images/anime/7/6211l.jpg'}
4687,3702,Detroit Metal City,OVA,"Sony Music Entertainment, Beyond C.",Studio 4°C,"Music, Comedy","{'https://cdn.myanimelist.net/images/anime/4/9979l.jpg', 'https://cdn.myanimelist.net/images/anime/3/9853l.jpg', 'https://cdn.myanimelist.net/images/anime/5/6474l.jpg', 'https://cdn.myanimelist.net/images/anime/12/11225l.jpg'}"
4688,32730,Love Live! x Watering KissMint Collaboration CM,Special,,Sunrise,Music,{'https://cdn.myanimelist.net/images/anime/7/78535l.jpg'}
4689,19319,Gundam Build Fighters,TV,"TV Tokyo, Sotsu",Sunrise,"Action, Sci-Fi, Mecha","{'https://cdn.myanimelist.net/images/anime/7/51815l.jpg', 'https://cdn.myanimelist.net/images/anime/5/54895l.jpg'}"
4690,36747,1/100 Train Station,ONA,Terada Mokei,,Slice of Life,{'https://cdn.myanimelist.net/images/anime/3/88868l.jpg'}
4691,3165,Hidamari Sketch Specials,Special,Lantis,Shaft,"Slice of Life, Comedy, School, Seinen","{'https://cdn.myanimelist.net/images/anime/9/14372l.jpg', 'https://cdn.myanimelist.net/images/anime/13/22596l.jpg'}"
4692,18689,Diamond no Ace,TV,"TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production","Production I.G, Madhouse","Comedy, School, Shounen, Sports","{'https://cdn.myanimelist.net/images/anime/5/54235l.jpg', 'https://cdn.myanimelist.net/images/anime/4/64985l.jpg', 'https://cdn.myanimelist.net/images/anime/11/67231l.jpg', 'https://cdn.myanimelist.net/images/anime/10/64983l.jpg'}"
4693,17419,Dog Days&#039; Specials,Special,,Seven Arcs,"Action, Adventure, Fantasy, Magic",{'https://cdn.myanimelist.net/images/anime/5/46573l.jpg'}
4694,2671,Doraemon Movie 03: Nobita no Daimakyou,Movie,,,Adventure,"{'https://cdn.myanimelist.net/images/anime/3/39603l.jpg', 'https://cdn.myanimelist.net/images/anime/7/72408l.jpg', 'https://cdn.myanimelist.net/images/anime/12/4541l.jpg'}"
4695,8365,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,Movie,TV Asahi,,"Slice of Life, Comedy, Ecchi, School, Seinen","{'https://cdn.myanimelist.net/images/anime/1793/94862l.jpg', 'https://cdn.myanimelist.net/images/anime/6/22029l.jpg'}"
4696,2403,Kodomo no Jikan (TV),TV,"Bandai Visual, Lantis, Movic, Dream Force, Futabasha",Diomedea,"Comedy, Drama, Ecchi, School","{'https://cdn.myanimelist.net/images/anime/9/12573l.jpg', 'https://cdn.myanimelist.net/images/anime/8/28234l.jpg', 'https://cdn.myanimelist.net/images/anime/12/4710l.jpg'}"
4697,35500,Yuri!!! on Ice Movie,Movie,,,"Comedy, Sports","{'https://cdn.myanimelist.net/images/anime/1225/93390l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85544l.jpg'}"
4698,24429,Daze,Music,,,Music,{'https://cdn.myanimelist.net/images/anime/6/68981l.jpg'}
4699,2792,Panzer Dragoon,OVA,,Production I.G,"Adventure, Fantasy","{'https://cdn.myanimelist.net/images/anime/1891/96514l.jpg', 'https://cdn.myanimelist.net/images/anime/1698/94566l.jpg', 'https://cdn.myanimelist.net/images/anime/2/3779l.jpg', 'https://cdn.myanimelist.net/images/anime/1812/92590l.jpg'}"
